X, Z, VelocityU, VelocityW
 290           162 
3.125e-02 , -7.96875e+00 , -2.194447e-03 , 2.499696e-03
3.125e-02 , -7.90625e+00 , -5.559221e-05 , 5.290198e-03
3.125e-02 , -7.84375e+00 , 4.713695e-04 , 5.273314e-03
3.125e-02 , -7.78125e+00 , 6.704522e-04 , 4.536324e-03
3.125e-02 , -7.718749e+00 , 9.200015e-04 , 3.440564e-03
3.125e-02 , -7.656249e+00 , 1.108574e-03 , 1.878942e-03
3.125e-02 , -7.593749e+00 , 1.160927e-03 , 1.047661e-05
3.125e-02 , -7.531249e+00 , 1.132527e-03 , -1.923158e-03
3.125e-02 , -7.468748e+00 , 1.056512e-03 , -3.777855e-03
3.125e-02 , -7.406248e+00 , 9.542656e-04 , -5.470457e-03
3.125e-02 , -7.343748e+00 , 8.405942e-04 , -6.956297e-03
3.125e-02 , -7.281247e+00 , 7.240377e-04 , -8.215769e-03
3.125e-02 , -7.218747e+00 , 6.099874e-04 , -9.244608e-03
3.125e-02 , -7.156247e+00 , 5.0121e-04 , -1.004782e-02
3.125e-02 , -7.093747e+00 , 3.950628e-04 , -1.0632e-02
3.125e-02 , -7.031248e+00 , 2.726987e-04 , -1.104961e-02
3.125e-02 , -6.96875e+00 , 7.203531e-05 , -1.110918e-02
3.125e-02 , -6.90625e+00 , -8.025355e-05 , -1.073142e-02
3.125e-02 , -6.84375e+00 , -2.471455e-04 , -1.004646e-02
3.125e-02 , -6.78125e+00 , -4.424171e-04 , -8.994345e-03
3.125e-02 , -6.718749e+00 , -6.860559e-04 , -7.498478e-03
3.125e-02 , -6.656249e+00 , -9.460369e-04 , -5.493431e-03
3.125e-02 , -6.593749e+00 , -1.215663e-03 , -2.952921e-03
3.125e-02 , -6.531249e+00 , -1.491617e-03 , 1.387144e-04
3.125e-02 , -6.468748e+00 , -1.759163e-03 , 3.778774e-03
3.125e-02 , -6.406248e+00 , -1.979229e-03 , 7.911285e-03
3.125e-02 , -6.343748e+00 , -2.091279e-03 , 1.238331e-02
3.125e-02 , -6.281247e+00 , -1.952666e-03 , 1.684523e-02
3.125e-02 , -6.218747e+00 , -1.41472e-03 , 2.078169e-02
3.125e-02 , -6.156247e+00 , -3.906757e-04 , 2.313659e-02
3.125e-02 , -6.093747e+00 , 1.254342e-03 , 2.271156e-02
3.125e-02 , -6.031248e+00 , 3.507162e-03 , 1.83836e-02
3.125e-02 , -5.96875e+00 , 5.656678e-03 , 9.643697e-03
3.125e-02 , -5.90625e+00 , 6.400418e-03 , -2.040354e-03
3.125e-02 , -5.84375e+00 , 5.762671e-03 , -1.397166e-02
3.125e-02 , -5.78125e+00 , 4.716161e-03 , -2.429488e-02
3.125e-02 , -5.718749e+00 , 3.977226e-03 , -3.288122e-02
3.125e-02 , -5.656249e+00 , 3.275034e-03 , -4.006102e-02
3.125e-02 , -5.593749e+00 , 2.57711e-03 , -4.586751e-02
3.125e-02 , -5.531248e+00 , 1.813697e-03 , -5.023383e-02
3.125e-02 , -5.468748e+00 , 1.140498e-03 , -5.318196e-02
3.125e-02 , -5.406248e+00 , 7.79797e-04 , -5.511202e-02
3.125e-02 , -5.343747e+00 , 8.704396e-04 , -5.678583e-02
3.125e-02 , -5.281247e+00 , 1.407564e-03 , -5.909976e-02
3.125e-02 , -5.218747e+00 , 2.112608e-03 , -6.266538e-02
3.125e-02 , -5.156246e+00 , 2.586041e-03 , -6.741483e-02
3.125e-02 , -5.093746e+00 , 2.538259e-03 , -7.259265e-02
3.125e-02 , -5.031246e+00 , 1.941952e-03 , -7.712807e-02
3.125e-02 , -4.968745e+00 , 9.261113e-04 , -8.005184e-02
3.125e-02 , -4.906245e+00 , -3.714891e-04 , -8.066257e-02
3.125e-02 , -4.843745e+00 , -1.682678e-03 , -7.86662e-02
3.125e-02 , -4.781244e+00 , -2.771157e-03 , -7.427294e-02
3.125e-02 , -4.718744e+00 , -3.479564e-03 , -6.808585e-02
3.125e-02 , -4.656244e+00 , -3.79015e-03 , -6.088213e-02
3.125e-02 , -4.593744e+00 , -3.745266e-03 , -5.341362e-02
3.125e-02 , -4.531247e+00 , -3.378896e-03 , -4.635545e-02
3.125e-02 , -4.46875e+00 , -2.947382e-03 , -4.009107e-02
3.125e-02 , -4.40625e+00 , -2.69827e-03 , -3.449996e-02
3.125e-02 , -4.343749e+00 , -2.504051e-03 , -2.934224e-02
3.125e-02 , -4.281248e+00 , -2.301115e-03 , -2.456832e-02
3.125e-02 , -4.218747e+00 , -2.075553e-03 , -2.020573e-02
3.125e-02 , -4.156246e+00 , -1.792662e-03 , -1.633119e-02
3.125e-02 , -4.093746e+00 , -1.494804e-03 , -1.301572e-02
3.125e-02 , -4.031248e+00 , -1.102086e-03 , -1.036878e-02
3.125e-02 , -3.96875e+00 , -6.985461e-04 , -8.496021e-03
3.125e-02 , -3.90625e+00 , -4.153917e-04 , -7.291939e-03
3.125e-02 , -3.843749e+00 , -3.067064e-04 , -6.472341e-03
3.125e-02 , -3.781248e+00 , -3.826806e-04 , -5.691244e-03
3.125e-02 , -3.718747e+00 , -6.244262e-04 , -4.609272e-03
3.125e-02 , -3.656246e+00 , -9.687746e-04 , -2.93736e-03
3.125e-02 , -3.593746e+00 , -1.331391e-03 , -4.802276e-04
3.125e-02 , -3.531248e+00 , -1.697463e-03 , 2.787607e-03
3.125e-02 , -3.46875e+00 , -2.055028e-03 , 6.775966e-03
3.125e-02 , -3.40625e+00 , -2.406816e-03 , 1.14376e-02
3.125e-02 , -3.343749e+00 , -2.764647e-03 , 1.678553e-02
3.125e-02 , -3.281248e+00 , -3.106038e-03 , 2.281669e-02
3.125e-02 , -3.218747e+00 , -3.371241e-03 , 2.944187e-02
3.125e-02 , -3.156246e+00 , -3.307483e-03 , 3.627813e-02
3.125e-02 , -3.093746e+00 , -1.657821e-03 , 4.142161e-02
3.125e-02 , -3.031248e+00 , 2.520469e-02 , 1.819601e-02
3.125e-02 , -2.96875e+00 , 4.982798e-01 , -5.108269e-03
3.125e-02 , -2.90625e+00 , 4.995809e-01 , -3.009848e-03
3.125e-02 , -2.84375e+00 , 4.998281e-01 , -2.403828e-03
3.125e-02 , -2.78125e+00 , 4.998828e-01 , -2.102104e-03
3.125e-02 , -2.718749e+00 , 4.998873e-01 , -1.861363e-03
3.125e-02 , -2.656249e+00 , 4.998788e-01 , -1.618214e-03
3.125e-02 , -2.593749e+00 , 4.998676e-01 , -1.356774e-03
3.125e-02 , -2.531249e+00 , 4.998565e-01 , -1.07442e-03
3.125e-02 , -2.468748e+00 , 4.998465e-01 , -7.722611e-04
3.125e-02 , -2.406248e+00 , 4.998375e-01 , -4.523738e-04
3.125e-02 , -2.343748e+00 , 4.998298e-01 , -1.169851e-04
3.125e-02 , -2.281247e+00 , 4.998231e-01 , 2.317558e-04
3.125e-02 , -2.218747e+00 , 4.998174e-01 , 5.918251e-04
3.125e-02 , -2.156247e+00 , 4.998127e-01 , 9.613186e-04
3.125e-02 , -2.093747e+00 , 4.998089e-01 , 1.338428e-03
3.125e-02 , -2.031248e+00 , 4.99806e-01 , 1.721405e-03
3.125e-02 , -1.96875e+00 , 4.99804e-01 , 2.108563e-03
3.125e-02 , -1.90625e+00 , 4.998029e-01 , 2.498228e-03
3.125e-02 , -1.84375e+00 , 4.998027e-01 , 2.888687e-03
3.125e-02 , -1.78125e+00 , 4.998033e-01 , 3.278184e-03
3.125e-02 , -1.718749e+00 , 4.99805e-01 , 3.664928e-03
3.125e-02 , -1.656249e+00 , 4.998075e-01 , 4.047157e-03
3.125e-02 , -1.593749e+00 , 4.998108e-01 , 4.423186e-03
3.125e-02 , -1.531249e+00 , 4.998148e-01 , 4.791635e-03
3.125e-02 , -1.468748e+00 , 4.998187e-01 , 5.151932e-03
3.125e-02 , -1.406248e+00 , 4.998213e-01 , 5.505467e-03
3.125e-02 , -1.343748e+00 , 4.998197e-01 , 5.85792e-03
3.125e-02 , -1.281247e+00 , 4.998066e-01 , 6.225175e-03
3.125e-02 , -1.218747e+00 , 4.997629e-01 , 6.649503e-03
3.125e-02 , -1.156247e+00 , 4.996341e-01 , 7.247148e-03
3.125e-02 , -1.093747e+00 , 4.992455e-01 , 8.370276e-03
3.125e-02 , -1.031248e+00 , 4.979819e-01 , 1.113498e-02
3.125e-02 , -9.6875e-01 , 3.120155e-02 , -1.810247e-02
3.125e-02 , -9.0625e-01 , -4.521637e-03 , -4.48712e-02
3.125e-02 , -8.437499e-01 , -7.789395e-05 , -4.036715e-02
3.125e-02 , -7.812497e-01 , 2.176113e-03 , -4.255456e-02
3.125e-02 , -7.187495e-01 , 3.253781e-03 , -4.806132e-02
3.125e-02 , -6.562492e-01 , 3.779843e-03 , -5.516057e-02
3.125e-02 , -5.937489e-01 , 4.019597e-03 , -6.301658e-02
3.125e-02 , -5.312485e-01 , 4.098467e-03 , -7.118411e-02
3.125e-02 , -4.687482e-01 , 4.082176e-03 , -7.940865e-02
3.125e-02 , -4.062479e-01 , 4.008238e-03 , -8.753852e-02
3.125e-02 , -3.437476e-01 , 3.899112e-03 , -9.548169e-02
3.125e-02 , -2.812473e-01 , 3.76839e-03 , -1.03182e-01
3.125e-02 , -2.18747e-01 , 3.624181e-03 , -1.106048e-01
3.125e-02 , -1.562469e-01 , 3.471239e-03 , -1.177282e-01
3.125e-02 , -9.374678e-02 , 3.312147e-03 , -1.245376e-01
3.125e-02 , -3.124838e-02 , 3.148072e-03 , -1.31022e-01
3.125e-02 , 3.125e-02 , 2.979255e-03 , -1.371719e-01
3.125e-02 , 9.375003e-02 , 2.805307e-03 , -1.429778e-01
3.125e-02 , 1.562501e-01 , 2.62544e-03 , -1.484287e-01
3.125e-02 , 2.187503e-01 , 2.43858e-03 , -1.535116e-01
3.125e-02 , 2.812505e-01 , 2.243462e-03 , -1.582115e-01
3.125e-02 , 3.437508e-01 , 2.038681e-03 , -1.625105e-01
3.125e-02 , 4.062511e-01 , 1.82273e-03 , -1.663879e-01
3.125e-02 , 4.687515e-01 , 1.594025e-03 , -1.698198e-01
3.125e-02 , 5.312518e-01 , 1.350928e-03 , -1.727791e-01
3.125e-02 , 5.937521e-01 , 1.091754e-03 , -1.752355e-01
3.125e-02 , 6.562524e-01 , 8.147962e-04 , -1.771551e-01
3.125e-02 , 7.187527e-01 , 5.183357e-04 , -1.785007e-01
3.125e-02 , 7.81253e-01 , 2.006659e-04 , -1.792317e-01
3.125e-02 , 8.437531e-01 , -1.398812e-04 , -1.79304e-01
3.125e-02 , 9.062532e-01 , -5.048937e-04 , -1.786704e-01
3.125e-02 , 9.687516e-01 , -8.958152e-04 , -1.772806e-01
3.125e-02 , 1.03125e+00 , -1.313828e-03 , -1.750816e-01
3.125e-02 , 1.09375e+00 , -1.7599e-03 , -1.720183e-01
3.125e-02 , 1.15625e+00 , -2.234606e-03 , -1.68034e-01
3.125e-02 , 1.21875e+00 , -2.738121e-03 , -1.630714e-01
3.125e-02 , 1.281251e+00 , -3.270149e-03 , -1.570733e-01
3.125e-02 , 1.343751e+00 , -3.829928e-03 , -1.499835e-01
3.125e-02 , 1.406251e+00 , -4.416487e-03 , -1.417475e-01
3.125e-02 , 1.468751e+00 , -5.02928e-03 , -1.323123e-01
3.125e-02 , 1.531252e+00 , -5.667654e-03 , -1.216264e-01
3.125e-02 , 1.593752e+00 , -6.330847e-03 , -1.096396e-01
3.125e-02 , 1.656252e+00 , -7.016475e-03 , -9.630475e-02
3.125e-02 , 1.718753e+00 , -7.71066e-03 , -8.159155e-02
3.125e-02 , 1.781253e+00 , -8.42074e-03 , -6.547739e-02
3.125e-02 , 1.843753e+00 , -9.14414e-03 , -4.793474e-02
3.125e-02 , 1.906253e+00 , -9.805413e-03 , -2.91107e-02
3.125e-02 , 1.968752e+00 , -9.662295e-03 , -9.709188e-03
9.375002e-02 , -7.96875e+00 , -3.958973e-03 , -4.001492e-04
9.375002e-02 , -7.90625e+00 , 1.544587e-04 , -1.075058e-03
9.375002e-02 , -7.84375e+00 , 8.993496e-04 , -1.29957e-03
9.375002e-02 , -7.78125e+00 , 1.233341e-03 , -1.132633e-03
9.375002e-02 , -7.718749e+00 , 1.643721e-03 , -8.078252e-04
9.375002e-02 , -7.656249e+00 , 1.972187e-03 , -3.406e-04
9.375002e-02 , -7.593749e+00 , 2.101461e-03 , 1.548692e-04
9.375002e-02 , -7.531249e+00 , 2.093477e-03 , 5.803394e-04
9.375002e-02 , -7.468748e+00 , 1.996245e-03 , 9.052464e-04
9.375002e-02 , -7.406248e+00 , 1.844909e-03 , 1.125149e-03
9.375002e-02 , -7.343748e+00 , 1.665131e-03 , 1.247259e-03
9.375002e-02 , -7.281247e+00 , 1.472828e-03 , 1.284004e-03
9.375002e-02 , -7.218747e+00 , 1.277976e-03 , 1.249874e-03
9.375002e-02 , -7.156247e+00 , 1.084991e-03 , 1.161328e-03
9.375002e-02 , -7.093747e+00 , 8.883733e-04 , 1.036173e-03
9.375002e-02 , -7.031248e+00 , 6.589552e-04 , 8.779555e-04
9.375002e-02 , -6.96875e+00 , 3.218142e-04 , 6.353353e-04
9.375002e-02 , -6.90625e+00 , 2.775302e-05 , 3.186937e-04
9.375002e-02 , -6.84375e+00 , -2.92048e-04 , -1.922538e-05
9.375002e-02 , -6.78125e+00 , -6.654851e-04 , -3.853416e-04
9.375002e-02 , -6.718749e+00 , -1.121296e-03 , -7.976395e-04
9.375002e-02 , -6.656249e+00 , -1.609496e-03 , -1.271173e-03
9.375002e-02 , -6.593749e+00 , -2.118347e-03 , -1.805281e-03
9.375002e-02 , -6.531249e+00 , -2.640349e-03 , -2.398599e-03
9.375002e-02 , -6.468748e+00 , -3.149945e-03 , -3.046824e-03
9.375002e-02 , -6.406248e+00 , -3.58549e-03 , -3.725274e-03
9.375002e-02 , -6.343748e+00 , -3.851619e-03 , -4.366817e-03
9.375002e-02 , -6.281247e+00 , -3.735381e-03 , -4.805416e-03
9.375002e-02 , -6.218747e+00 , -3.019086e-03 , -4.712583e-03
9.375002e-02 , -6.156247e+00 , -1.538217e-03 , -3.669228e-03
9.375002e-02 , -6.093747e+00 , 9.378227e-04 , -1.214566e-03
9.375002e-02 , -6.031248e+00 , 4.449963e-03 , 3.088897e-03
9.375002e-02 , -5.96875e+00 , 8.21494e-03 , 8.989648e-03
9.375002e-02 , -5.90625e+00 , 1.075328e-02 , 1.449271e-02
9.375002e-02 , -5.84375e+00 , 1.182077e-02 , 1.677084e-02
9.375002e-02 , -5.78125e+00 , 1.170241e-02 , 1.482078e-02
9.375002e-02 , -5.718749e+00 , 1.083983e-02 , 1.017195e-02
9.375002e-02 , -5.656249e+00 , 9.710848e-03 , 4.444541e-03
9.375002e-02 , -5.593749e+00 , 8.407566e-03 , -1.793531e-03
9.375002e-02 , -5.531248e+00 , 6.905971e-03 , -8.243393e-03
9.375002e-02 , -5.468748e+00 , 5.624835e-03 , -1.483975e-02
9.375002e-02 , -5.406248e+00 , 5.022433e-03 , -2.165308e-02
9.375002e-02 , -5.343747e+00 , 5.305666e-03 , -2.871093e-02
9.375002e-02 , -5.281247e+00 , 6.56707e-03 , -3.607663e-02
9.375002e-02 , -5.218747e+00 , 8.011965e-03 , -4.367544e-02
9.375002e-02 , -5.156246e+00 , 8.615725e-03 , -5.096999e-02
9.375002e-02 , -5.093746e+00 , 7.790679e-03 , -5.71951e-02
9.375002e-02 , -5.031246e+00 , 5.469926e-03 , -6.156719e-02
9.375002e-02 , -4.968745e+00 , 2.049541e-03 , -6.342524e-02
9.375002e-02 , -4.906245e+00 , -1.881862e-03 , -6.256009e-02
9.375002e-02 , -4.843745e+00 , -5.474241e-03 , -5.939209e-02
9.375002e-02 , -4.781244e+00 , -8.056326e-03 , -5.485308e-02
9.375002e-02 , -4.718744e+00 , -9.475869e-03 , -4.99092e-02
9.375002e-02 , -4.656244e+00 , -9.915299e-03 , -4.514435e-02
9.375002e-02 , -4.593744e+00 , -9.653826e-03 , -4.072963e-02
9.375002e-02 , -4.531247e+00 , -8.875446e-03 , -3.652605e-02
9.375002e-02 , -4.46875e+00 , -7.995638e-03 , -3.23755e-02
9.375002e-02 , -4.40625e+00 , -7.389761e-03 , -2.834011e-02
9.375002e-02 , -4.343749e+00 , -6.780013e-03 , -2.462396e-02
9.375002e-02 , -4.281248e+00 , -6.050609e-03 , -2.143734e-02
9.375002e-02 , -4.218747e+00 , -5.32747e-03 , -1.882942e-02
9.375002e-02 , -4.156246e+00 , -4.552669e-03 , -1.668847e-02
9.375002e-02 , -4.093746e+00 , -3.782706e-03 , -1.49199e-02
9.375002e-02 , -4.031248e+00 , -2.928661e-03 , -1.338734e-02
9.375002e-02 , -3.96875e+00 , -2.148636e-03 , -1.189285e-02
9.375002e-02 , -3.90625e+00 , -1.659126e-03 , -1.029353e-02
9.375002e-02 , -3.843749e+00 , -1.552659e-03 , -8.508122e-03
9.375002e-02 , -3.781248e+00 , -1.841544e-03 , -6.478674e-03
9.375002e-02 , -3.718747e+00 , -2.476936e-03 , -4.165068e-03
9.375002e-02 , -3.656246e+00 , -3.339287e-03 , -1.529327e-03
9.375002e-02 , -3.593746e+00 , -4.286004e-03 , 1.501472e-03
9.375002e-02 , -3.531248e+00 , -5.281005e-03 , 5.019747e-03
9.375002e-02 , -3.46875e+00 , -6.275942e-03 , 9.085862e-03
9.375002e-02 , -3.40625e+00 , -7.237349e-03 , 1.36957e-02
9.375002e-02 , -3.343749e+00 , -8.137407e-03 , 1.875414e-02
9.375002e-02 , -3.281248e+00 , -8.872255e-03 , 2.405677e-02
9.375002e-02 , -3.218747e+00 , -9.20204e-03 , 2.922179e-02
9.375002e-02 , -3.156246e+00 , -8.334474e-03 , 3.348742e-02
9.375002e-02 , -3.093746e+00 , -2.09255e-03 , 3.416022e-02
9.375002e-02 , -3.031248e+00 , 7.109974e-02 , 1.234682e-02
9.375002e-02 , -2.96875e+00 , 4.950693e-01 , -6.863595e-03
9.375002e-02 , -2.90625e+00 , 4.989859e-01 , -5.183047e-03
9.375002e-02 , -2.84375e+00 , 4.994401e-01 , -4.774022e-03
9.375002e-02 , -2.78125e+00 , 4.995392e-01 , -4.316462e-03
9.375002e-02 , -2.718749e+00 , 4.995353e-01 , -3.837458e-03
9.375002e-02 , -2.656249e+00 , 4.995011e-01 , -3.329991e-03
9.375002e-02 , -2.593749e+00 , 4.994598e-01 , -2.788129e-03
9.375002e-02 , -2.531249e+00 , 4.994191e-01 , -2.210455e-03
9.375002e-02 , -2.468748e+00 , 4.993815e-01 , -1.598323e-03
9.375002e-02 , -2.406248e+00 , 4.993478e-01 , -9.54411e-04
9.375002e-02 , -2.343748e+00 , 4.993181e-01 , -2.819568e-04
9.375002e-02 , -2.281247e+00 , 4.992924e-01 , 4.156131e-04
9.375002e-02 , -2.218747e+00 , 4.992705e-01 , 1.134848e-03
9.375002e-02 , -2.156247e+00 , 4.992522e-01 , 1.872339e-03
9.375002e-02 , -2.093747e+00 , 4.992375e-01 , 2.624738e-03
9.375002e-02 , -2.031248e+00 , 4.992263e-01 , 3.388723e-03
9.375002e-02 , -1.96875e+00 , 4.992185e-01 , 4.16104e-03
9.375002e-02 , -1.90625e+00 , 4.992142e-01 , 4.938416e-03
9.375002e-02 , -1.84375e+00 , 4.992134e-01 , 5.717473e-03
9.375002e-02 , -1.78125e+00 , 4.992164e-01 , 6.494679e-03
9.375002e-02 , -1.718749e+00 , 4.99223e-01 , 7.266344e-03
9.375002e-02 , -1.656249e+00 , 4.992333e-01 , 8.028826e-03
9.375002e-02 , -1.593749e+00 , 4.992472e-01 , 8.778452e-03
9.375002e-02 , -1.531249e+00 , 4.992638e-01 , 9.511808e-03
9.375002e-02 , -1.468748e+00 , 4.992813e-01 , 1.022657e-02
9.375002e-02 , -1.406248e+00 , 4.992954e-01 , 1.092262e-02
9.375002e-02 , -1.343748e+00 , 4.99297e-01 , 1.16047e-02
9.375002e-02 , -1.281247e+00 , 4.992647e-01 , 1.228796e-02
9.375002e-02 , -1.218747e+00 , 4.991464e-01 , 1.300854e-02
9.375002e-02 , -1.156247e+00 , 4.988061e-01 , 1.384325e-02
9.375002e-02 , -1.093747e+00 , 4.978586e-01 , 1.493455e-02
9.375002e-02 , -1.031248e+00 , 4.951145e-01 , 1.641739e-02
9.375002e-02 , -9.6875e-01 , 8.674646e-02 , -7.099727e-03
9.375002e-02 , -9.0625e-01 , -3.199402e-03 , -3.735216e-02
9.375002e-02 , -8.437499e-01 , 3.332205e-03 , -4.676236e-02
9.375002e-02 , -7.812497e-01 , 7.704782e-03 , -5.367335e-02
9.375002e-02 , -7.187495e-01 , 1.007412e-02 , -6.065554e-02
9.375002e-02 , -6.562492e-01 , 1.131526e-02 , -6.803449e-02
9.375002e-02 , -5.937489e-01 , 1.189342e-02 , -7.569564e-02
9.375002e-02 , -5.312485e-01 , 1.206855e-02 , -8.346807e-02
9.375002e-02 , -4.687482e-01 , 1.199279e-02 , -9.121063e-02
9.375002e-02 , -4.062479e-01 , 1.17599e-02 , -9.882151e-02
9.375002e-02 , -3.437476e-01 , 1.142844e-02 , -1.062312e-01
9.375002e-02 , -2.812473e-01 , 1.103488e-02 , -1.133929e-01
9.375002e-02 , -2.18747e-01 , 1.06016e-02 , -1.202753e-01
9.375002e-02 , -1.562469e-01 , 1.01419e-02 , -1.268571e-01
9.375002e-02 , -9.374678e-02 , 9.663127e-03 , -1.331226e-01
9.375002e-02 , -3.124838e-02 , 9.168659e-03 , -1.390593e-01
9.375002e-02 , 3.125e-02 , 8.659291e-03 , -1.446565e-01
9.375002e-02 , 9.375003e-02 , 8.13402e-03 , -1.499034e-01
9.375002e-02 , 1.562501e-01 , 7.590706e-03 , -1.54788e-01
9.375002e-02 , 2.187503e-01 , 7.026384e-03 , -1.592973e-01
9.375002e-02 , 2.812505e-01 , 6.437527e-03 , -1.634162e-01
9.375002e-02 , 3.437508e-01 , 5.820205e-03 , -1.671277e-01
9.375002e-02 , 4.062511e-01 , 5.170198e-03 , -1.704123e-01
9.375002e-02 , 4.687515e-01 , 4.483074e-03 , -1.732483e-01
9.375002e-02 , 5.312518e-01 , 3.754249e-03 , -1.75611e-01
9.375002e-02 , 5.937521e-01 , 2.979043e-03 , -1.774735e-01
9.375002e-02 , 6.562524e-01 , 2.152729e-03 , -1.78806e-01
9.375002e-02 , 7.187527e-01 , 1.270587e-03 , -1.795761e-01
9.375002e-02 , 7.81253e-01 , 3.279625e-04 , -1.797492e-01
9.375002e-02 , 8.437531e-01 , -6.796739e-04 , -1.792879e-01
9.375002e-02 , 9.062532e-01 , -1.756645e-03 , -1.781525e-01
9.375002e-02 , 9.687516e-01 , -2.906927e-03 , -1.763014e-01
9.375002e-02 , 1.03125e+00 , -4.13376e-03 , -1.736906e-01
9.375002e-02 , 1.09375e+00 , -5.440006e-03 , -1.702746e-01
9.375002e-02 , 1.15625e+00 , -6.827655e-03 , -1.660059e-01
9.375002e-02 , 1.21875e+00 , -8.297898e-03 , -1.608356e-01
9.375002e-02 , 1.281251e+00 , -9.850829e-03 , -1.54713e-01
9.375002e-02 , 1.343751e+00 , -1.148516e-02 , -1.475868e-01
9.375002e-02 , 1.406251e+00 , -1.319863e-02 , -1.394055e-01
9.375002e-02 , 1.468751e+00 , -1.499101e-02 , -1.301173e-01
9.375002e-02 , 1.531252e+00 , -1.686119e-02 , -1.196691e-01
9.375002e-02 , 1.593752e+00 , -1.880892e-02 , -1.080068e-01
9.375002e-02 , 1.656252e+00 , -2.083415e-02 , -9.50702e-02
9.375002e-02 , 1.718753e+00 , -2.292494e-02 , -8.077886e-02
9.375002e-02 , 1.781253e+00 , -2.510706e-02 , -6.502681e-02
9.375002e-02 , 1.843753e+00 , -2.746337e-02 , -4.760701e-02
9.375002e-02 , 1.906253e+00 , -2.925396e-02 , -2.886754e-02
9.375002e-02 , 1.968752e+00 , -2.895525e-02 , -9.646062e-03
1.562501e-01 , -7.96875e+00 , -2.708563e-03 , -7.355472e-04
1.562501e-01 , -7.90625e+00 , 4.400041e-04 , -1.504793e-03
1.562501e-01 , -7.84375e+00 , 7.300208e-04 , -1.400642e-03
1.562501e-01 , -7.78125e+00 , 9.286854e-04 , -1.054614e-03
1.562501e-01 , -7.718749e+00 , 1.197297e-03 , -5.848212e-04
1.562501e-01 , -7.656249e+00 , 1.455398e-03 , -3.92816e-05
1.562501e-01 , -7.593749e+00 , 1.627726e-03 , 5.106991e-04
1.562501e-01 , -7.531249e+00 , 1.710206e-03 , 1.001769e-03
1.562501e-01 , -7.468748e+00 , 1.719044e-03 , 1.401174e-03
1.562501e-01 , -7.406248e+00 , 1.673588e-03 , 1.697944e-03
1.562501e-01 , -7.343748e+00 , 1.590921e-03 , 1.893941e-03
1.562501e-01 , -7.281247e+00 , 1.483606e-03 , 1.997835e-03
1.562501e-01 , -7.218747e+00 , 1.359769e-03 , 2.021518e-03
1.562501e-01 , -7.156247e+00 , 1.222462e-03 , 1.978162e-03
1.562501e-01 , -7.093747e+00 , 1.067429e-03 , 1.879713e-03
1.562501e-01 , -7.031248e+00 , 8.799191e-04 , 1.729469e-03
1.562501e-01 , -6.96875e+00 , 6.435114e-04 , 1.515812e-03
1.562501e-01 , -6.90625e+00 , 3.873761e-04 , 1.23899e-03
1.562501e-01 , -6.84375e+00 , 1.045814e-04 , 9.13386e-04
1.562501e-01 , -6.78125e+00 , -2.251158e-04 , 5.39778e-04
1.562501e-01 , -6.718749e+00 , -6.13437e-04 , 1.050101e-04
1.562501e-01 , -6.656249e+00 , -1.0355e-03 , -3.988433e-04
1.562501e-01 , -6.593749e+00 , -1.482385e-03 , -9.675266e-04
1.562501e-01 , -6.531249e+00 , -1.946423e-03 , -1.594949e-03
1.562501e-01 , -6.468748e+00 , -2.410274e-03 , -2.270056e-03
1.562501e-01 , -6.406248e+00 , -2.839536e-03 , -2.966786e-03
1.562501e-01 , -6.343748e+00 , -3.18093e-03 , -3.631945e-03
1.562501e-01 , -6.281247e+00 , -3.333338e-03 , -4.156307e-03
1.562501e-01 , -6.218747e+00 , -3.1947e-03 , -4.352841e-03
1.562501e-01 , -6.156247e+00 , -2.644855e-03 , -3.961858e-03
1.562501e-01 , -6.093747e+00 , -1.530467e-03 , -2.651806e-03
1.562501e-01 , -6.031248e+00 , 2.691766e-04 , -6.534382e-05
1.562501e-01 , -5.96875e+00 , 2.752688e-03 , 4.004181e-03
1.562501e-01 , -5.90625e+00 , 5.813748e-03 , 9.380434e-03
1.562501e-01 , -5.84375e+00 , 9.122282e-03 , 1.543927e-02
1.562501e-01 , -5.78125e+00 , 1.162672e-02 , 2.10151e-02
1.562501e-01 , -5.718749e+00 , 1.260678e-02 , 2.475363e-02
1.562501e-01 , -5.656249e+00 , 1.281771e-02 , 2.619359e-02
1.562501e-01 , -5.593749e+00 , 1.261347e-02 , 2.552056e-02
1.562501e-01 , -5.531248e+00 , 1.238507e-02 , 2.252783e-02
1.562501e-01 , -5.468748e+00 , 1.25412e-02 , 1.684156e-02
1.562501e-01 , -5.406248e+00 , 1.300741e-02 , 8.771595e-03
1.562501e-01 , -5.343747e+00 , 1.387692e-02 , -7.841604e-04
1.562501e-01 , -5.281247e+00 , 1.528488e-02 , -1.082337e-02
1.562501e-01 , -5.218747e+00 , 1.624189e-02 , -2.031287e-02
1.562501e-01 , -5.156246e+00 , 1.56238e-02 , -2.840024e-02
1.562501e-01 , -5.093746e+00 , 1.285085e-02 , -3.439417e-02
1.562501e-01 , -5.031246e+00 , 7.950945e-03 , -3.772939e-02
1.562501e-01 , -4.968745e+00 , 1.748277e-03 , -3.822769e-02
1.562501e-01 , -4.906245e+00 , -4.510399e-03 , -3.6346e-02
1.562501e-01 , -4.843745e+00 , -9.333456e-03 , -3.321936e-02
1.562501e-01 , -4.781244e+00 , -1.199006e-02 , -3.016773e-02
